,Address,City,County,FRS Id,Facility Id,Facility Name,Is_Direct_Emitter,Is_Supplier,Latest Reported Industry Type (sectors),Latest Reported Industry Type (subparts),Latitude,Longitude,Parent Company,Parent Ownership %,Primary NAICS Code,State,Unnamed: 0,Last Reporting Year,Zip Code,Total Direct Emissions,Total Supplier Emissions,Total Emissions,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.
10829,,,,,1014354,Olympus Energy Production - Basin 160A,,,,,,,OLYMPUS ENERGY LLC,100.0,,,113349,2023,,141411.046,0.0,141411.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141411.046,0.0,0.0,0.0,0.0
10830,,,,,1014355,SCM Gathering & Boosting,,,,,,,SALT CREEK MIDSTREAM LLC,100.0,,,113350,2023,,602639.664,0.0,602639.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602639.664,0.0,0.0,0.0
10831,,,,,1014356,Extex Operating Company - Basin 430,,,,,,,EXTEX OPERATING CO,100.0,,,113351,2023,,98309.2,0.0,98309.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98309.2,0.0,0.0,0.0,0.0
10832,,,,,1014357,Calyx Energy III  355 Chautauqua Platform,,,,,,,CALYX ENERGY III,100.0,,,113352,2023,,114641.772,0.0,114641.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114641.772,0.0,0.0,0.0,0.0
10833,,,,,1014358,FEO North Park (545) Basin Operations,,,,,,,D90 RESOURCES,100.0,,,113353,2023,,237606.984,0.0,237606.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237606.984,0.0,0.0,0.0,0.0
10834,,,,,1014359,TransCanada / Gas Transmission Northwest,,,,,,,TRANSCANADA PIPELINE USA LTD,100.0,,,105419,2022,,71085.30242790001,0.0,71085.30242790001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71085.30242790001,0.0,0.0
10835,,,,,1014360,Benchmark Energy Basin 360,,,,,,,"BE Anadarko, LLC",100.0,,,97471,2021,,38997.8,0.0,38997.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38997.8,0.0,0.0,0.0,0.0
10836,,,,,1014361,Silver Creek Permian Basin 430,,,,,,,SILVER CREEK PERMIAN OPERATING CO LLC,100.0,,,105420,2022,,72576.11,0.0,72576.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72576.11,0.0,0.0,0.0,0.0
10837,"10810 COUNTY ROAD 4105, HERMLEIGH TX 79526",Hermleigh,SCURRY COUNTY,110071141124.0,1014362,WHITE WING GAS PROCESSING PLANT,Yes,No,Petroleum and Natural Gas Systems,"C,W-PROC",32.584353,-100.763944,PRODUCERS MIDSTREAM II LLC,100.0,211130.0,TX,113354,2023,79526.0,47133.492,0.0,47133.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47133.492,0.0,0.0,0.0,0.0,0.0
10838,26 Welliversville Rd,Millville,COLUMBIA COUNTY,110070507368.0,1014363,TRANSCO STATION 610,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",41.105134,-76.445696,THE WILLIAMS COS INC,100.0,486210.0,PA,113355,2023,17846.0,198450.234,0.0,198450.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198450.234,0.0,0.0,0.0,0.0,0.0
10839,1640 S. Ryan Rd.,New Haven,ALLEN COUNTY,110043963048.0,1014364,SDI LaFarga - Copperworks,Yes,No,Metals,C,41.0729,-84.9653,STEEL DYNAMICS INC,100.0,331420.0,IN,113356,2023,46774.0,97857.68000000001,0.0,97857.68000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97857.68000000001,0.0,0.0,0.0,0.0,0.0
10840,8105 Anderson Road,Tampa,HILLSBOROUGH COUNTY,110071232157.0,1014365,JPRP INTERNATIONAL INC,No,Yes,,OO,28.02237,-82.53553,JPRP INTERNATIONAL INC,100.0,425120.0,FL,113357,2023,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10841,2240 Texas Eastern Road,Ragley,BEAUREGARD PARISH,110071232158.0,1014366,Gillis,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",30.462311,-93.147978,Enbridge (US) Inc,100.0,486210.0,LA,113358,2023,70657.0,33600.78,0.0,33600.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33600.78,0.0,0.0,0.0,0.0,0.0
10842,1878 Saltsburg Road,Clarksburg,INDIANA COUNTY,110040509492.0,1014367,Knob Creek Mine,Yes,No,Other,FF,40.518154,-79.328615,ROSEBUD MINING CO,100.0,212115.0,PA,113359,2023,15725.0,231067.5,0.0,231067.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231067.5,0.0,0.0,0.0,0.0,0.0
10843,,Orla,REEVES COUNTY,110071232152.0,1014368,County Line Processing Plant,Yes,No,Petroleum and Natural Gas Systems,"C,W-PROC",31.870244,-103.868664,Howard Energy Partners LLC,100.0,211130.0,TX,113360,2023,79770.0,315588.288,0.0,315588.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315588.288,0.0,0.0,0.0,0.0,0.0
10844,,,,,1014369,"Ring Energy, Inc",,,,,,,RING ENERGY INC,100.0,,,113361,2023,,478500.104,0.0,478500.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478500.104,0.0,0.0,0.0,0.0
10845,,,,,1014370,Own Resources Operating LLC 540 Denver Basin GB,,,,,,,OWN RESOURCES OPERATING LLC,100.0,,,113362,2023,,157202.282,0.0,157202.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157202.282,0.0,0.0,0.0
10846,,,,,1014371,"Kraken Operating, LLC",,,,,,,KRAKEN OPERATING LLC,100.0,,,113363,2023,,808312.668,0.0,808312.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808312.668,0.0,0.0,0.0,0.0
10847,786 Hardy Road,Painesville,,,1014373,BVPV Styrenics LLC,No,Yes,,MM-IMP,41.7592724460394,-81.2288521194949,BVPV STYRENICS LLC,100.0,325199.0,OH,105431,2022,44077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10848,500 Tower Road,Moon Township,,,1014374,Peoples/IMG - Pittsburgh International Airport Electric Generating Station,Yes,No,Power Plants,C,40.496666753077,-80.2315584023453,PEOPLES NATURAL GAS CO LLC,100.0,221112.0,PA,113364,2023,15108.0,147740.84399999998,0.0,147740.84399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147740.84399999998,0.0,0.0,0.0,0.0,0.0
10849,,,,,1014375,UGC 595 Piceance,,,,,,,UTAH GAS CORP,100.0,,,113365,2023,,168972.732,0.0,168972.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168972.732,0.0,0.0,0.0,0.0
10850,,,,,1014376,Longwood RB Pipeline - Permian,,,,,,,SAN MATEO MIDSTREAM LLC,100.0,,,113366,2023,,240528.12,0.0,240528.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240528.12,0.0,0.0,0.0
10851,,,,,1014377,CRI 430 G&B Permian,,,,,,,CONTINENTAL RESOURCES INC,100.0,,,113367,2023,,274825.434,0.0,274825.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274825.434,0.0,0.0,0.0
10852,,,,,1014379,Stockyard Creek Compressor Station,,,,,,,1804 LTD,100.0,,,113368,2023,,100856.438,0.0,100856.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100856.438,0.0,0.0,0.0
10853,,,,,1014380,CRI 430 Permian,,,,,,,CONTINENTAL RESOURCES INC,100.0,,,113369,2023,,626838.892,0.0,626838.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626838.892,0.0,0.0,0.0,0.0
10854,,,,,1014382,Muskegon Operating Company,,,,,,,MUSKEGON OPERATING CO,100.0,,,113370,2023,,83197.076,0.0,83197.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83197.076,0.0,0.0,0.0,0.0
10855,,,,,1014383,USA Compression Partners LLC,,,,,,,USA COMPRESSION PARTNERS LP,100.0,,,97491,2021,,17673.284,0.0,17673.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17673.284,0.0,0.0,0.0
10856,,,,,1014384,Colgate Energy,,,,,,,Colgate Energy,100.0,,,97492,2021,,653167.454,0.0,653167.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653167.454,0.0,0.0,0.0,0.0
10857,,,,,1014388,Foundation Energy Management 395 Williston Basin,,,,,,,FOUNDATION ENERGY MANAGEMENT LLC,100.0,,,113371,2023,,63585.365999999995,0.0,63585.365999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63585.365999999995,0.0,0.0,0.0,0.0
10858,304 Koch Road,Arnaudville,ST. LANDRY PARISH,110033664844.0,1014389,Gulf South Pipeline - Arnaudville Station,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",30.41766,-91.89776,LOEWS CORP,100.0,486210.0,LA,113372,2023,70512.0,111246.13799999999,0.0,111246.13799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111246.13799999999,0.0,0.0,0.0,0.0,0.0
10859,129 Texas Gas Road,Sterlington,OUACHITA PARISH,110001228403.0,1014390,Texas Gas Transmission - Guthrie Station,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",32.679185,-92.02301,LOEWS CORP,100.0,486210.0,LA,113373,2023,71280.0,44053.79,0.0,44053.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44053.79,0.0,0.0,0.0,0.0,0.0
10860,137 Commercial Drive,Atkinson,HENRY COUNTY,110018140493.0,1014391,Eco Hill Landfill,Yes,No,Waste,HH,41.407503,-90.003647,ECOLOGY SOLUTIONS LLC,100.0,562212.0,IL,113374,2023,61235.0,314794.5,0.0,314794.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314794.5,0.0,0.0,0.0,0.0,0.0
10861,,,,,1014393,OWS Acquisitions CO 160A G&B,,,,,,,OWS Acquisitions CO LLC,100.0,,,97497,2021,,27187.58,0.0,27187.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27187.58,0.0,0.0,0.0
10862,,,,,1014394,Pinnacle Dos Picos Pintail Compressor Station,,,,,,,Pinnacle Midstream II LLC,100.0,,,113375,2023,,41062.08,0.0,41062.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41062.08,0.0,0.0,0.0
10863,,,,,1014395,Greylock Midstream LLC,,,,,,,GREYLOCK ENERGY,100.0,,,113376,2023,,166074.316,0.0,166074.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166074.316,0.0,0.0,0.0
10864,932 Buck Jackson Road,Malaga,EDDY COUNTY,110070671361.0,1014396,Cowboy CDP,Yes,No,Petroleum and Natural Gas Systems,"C,W-PROC",32.160418,-103.838592,EXXON MOBIL CORP,100.0,211120.0,NM,113377,2023,88263.0,176903.386,0.0,176903.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176903.386,0.0,0.0,0.0,0.0,0.0
10865,701 N Wildwood,Irving,DALLAS COUNTY,110064303944.0,1014397,Frito Lay Inc,Yes,No,Other,C,32.821,-96.91685,PEPSICO INC,100.0,311919.0,TX,113378,2023,75061.0,73974.42,0.0,73974.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73974.42,0.0,0.0,0.0,0.0,0.0
10866,3935 FM 326,Lufkin,ANGELINA COUNTY,110070373355.0,1014398,West Fraser Angelina,Yes,No,Other,C,31.291969,-94.62726,WEST FRASER INC,100.0,321113.0,TX,113379,2023,75901.0,14560.03,0.0,14560.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560.03,0.0,0.0,0.0,0.0,0.0
10867,,,,,1014399,OWS Acquisitions CO 160A OSP,,,,,,,OWS Acquisitions CO LLC,100.0,,,97501,2021,,197161.45,0.0,197161.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197161.45,0.0,0.0,0.0,0.0
10868,2801 Cook Street,Brunswick,GLYNN COUNTY,110056959055.0,1014400,Pinova Inc.,Yes,No,Chemicals,C,31.1653,-81.4811,DRT AMERICA INC,100.0,325194.0,GA,105448,2022,31520.0,97493.35,0.0,97493.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97493.35,0.0,0.0,0.0,0.0,0.0
10869,,,,,1014401,Murchison Oil and Gas LLC - Permian,,,,,,,MURCHISON OIL & GAS LLC,100.0,,,113380,2023,,262306.206,0.0,262306.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262306.206,0.0,0.0,0.0,0.0
10870,,,,,1014402,Pinnacle Dos Picos Thunderbird Compressor Station,,,,,,,Pinnacle Midstream II LLC,100.0,,,113381,2023,,60862.83,0.0,60862.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60862.83,0.0,0.0,0.0
10871,,,,,1014404,KODA RESOURCES,,,,,,,KODA RESOURCES,100.0,,,113382,2023,,151231.43600000002,0.0,151231.43600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151231.43600000002,0.0,0.0,0.0,0.0
10872,,,,,1014405,OWS Acquisitions CO 160 OSP,,,,,,,OWS Acquisitions CO LLC,100.0,,,97505,2021,,178128.1,0.0,178128.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178128.1,0.0,0.0,0.0,0.0
10873,,,,,1014406,OWS Acquisitions CO 160 G&B,,,,,,,OWS Acquisitions CO LLC,100.0,,,97506,2021,,32421.43,0.0,32421.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32421.43,0.0,0.0,0.0
10874,,,,,1014407,Firebird 430 Permian Basin,,,,,,,Firebird Energy LLC,100.0,,,97507,2021,,47164.63,0.0,47164.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47164.63,0.0,0.0,0.0,0.0
10875,28.10438703/-90.79331986,Offshore,,,1014409,Ship Shoal 332B,Yes,No,Petroleum and Natural Gas Systems,C,29.75826,-95.36643,GENESIS ENERGY LP,100.0,211130.0,LA,113383,2023,0.0,361368.48600000003,0.0,361368.48600000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361368.48600000003,0.0,0.0,0.0,0.0,0.0
10876,,,,,1014410,Protege Energy III LLC - Gulf Coast Basin - G&B,,,,,,,PROTEGE ENERGY III LLC,100.0,,,113384,2023,,149694.128,0.0,149694.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149694.128,0.0,0.0,0.0
10877,,,,,1014411,"LLOX, L.L.C. - Gulf Coast Basin (220) - Onshore Production",,,,,,,LLOX LLC,100.0,,,113385,2023,,75253.10800000001,0.0,75253.10800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75253.10800000001,0.0,0.0,0.0,0.0
10878,,,,,1014412,Contango Basin 430,,,,,,,CONTANGO RESOURCES LLC,100.0,,,113386,2023,,197035.048,0.0,197035.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197035.048,0.0,0.0,0.0,0.0
10879,,,,,1014413,Contango Basin 530,,,,,,,CONTANGO RESOURCES LLC,100.0,,,113387,2023,,106221.356,0.0,106221.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106221.356,0.0,0.0,0.0,0.0
10880,,Silsbee,HARDIN COUNTY,110071232203.0,1014414,SILSBEE Compressor Station,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",30.3724,-94.105,ENERGY TRANSFER LP,100.0,486210.0,TX,113388,2023,77656.0,106839.636,0.0,106839.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106839.636,0.0,0.0,0.0,0.0,0.0
10881,,,,,1014415,"Caza Petroleum, LLC - Permian OSP",,,,,,,CAZA PETROLEUM LLC,100.0,,,113389,2023,,110404.792,0.0,110404.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110404.792,0.0,0.0,0.0,0.0
10882,,,,,1014416,Four Winds Midstream - Arkoma - Basin 345,,,,,,,BLACKBEARD OPERATING LLC,100.0,,,113390,2023,,95538.664,0.0,95538.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95538.664,0.0,0.0,0.0
10883,,,,,1014417,Four Winds Midstream - Chautauqua - Basin 355,,,,,,,BLACKBEARD OPERATING LLC,100.0,,,113391,2023,,135339.414,0.0,135339.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135339.414,0.0,0.0,0.0
10884,,,,,1014418,"PetroLegacy Energy II, LLC - Permian OSP",,,,,,,PETROLEGACY ENERGY,100.0,,,105461,2022,,177552.606,0.0,177552.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177552.606,0.0,0.0,0.0,0.0
10885,,,,,1014419,Snyder Brothers 160A GB,,,,,,,SNYDER BROTHERS INC,100.0,,,113392,2023,,137375.25400000002,0.0,137375.25400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137375.25400000002,0.0,0.0,0.0
10886,,,,,1014420,Blue Dome Operating Arkla,,,,,,,NADEL & GUSSMAN LLC,100.0,,,113393,2023,,70643.15400000001,0.0,70643.15400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70643.15400000001,0.0,0.0,0.0,0.0
10887,"1001 Ochsner Blvd, Suite A",Covington,ST. TAMMANY PARISH,110056148342.0,1014422,"LLOX, L.L.C. - Gulf Coast Basin (220) - Offshore Production",Yes,No,Petroleum and Natural Gas Systems,"C,W-OFFSH",30.45011,-90.13805,LLOX LLC,100.0,211120.0,LA,113394,2023,70433.0,42813.186,0.0,42813.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42813.186,0.0,0.0,0.0,0.0,0.0
10888,,,,,1014425,"Warwick-Artemis, LLC",,,,,,,WARWICK INVESTMENT GROUP,100.0,,,113395,2023,,88577.39,0.0,88577.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88577.39,0.0,0.0,0.0,0.0
10889,,,,,1014426,"Loan Asset Issuer LLC, Series 2021 NG-1",,,,,,,LOAN ASSET ISSUER LLC SERIES 2021 NG-1,100.0,,,113396,2023,,182035.266,0.0,182035.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182035.266,0.0,0.0,0.0,0.0
10890,2250 Pipeline Road,Summershade,MONROE COUNTY,110003227730.0,1014428,Tompkinsville,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",36.834095,-85.672562,Enbridge (US) Inc,100.0,486210.0,KY,113397,2023,42166.0,33338.9,0.0,33338.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33338.9,0.0,0.0,0.0,0.0,0.0
10891,1547 County Road 13,Wahoo,SAUNDERS COUNTY,110006606583.0,1014429,Darling Ingredients Inc. - Wahoo,Yes,No,Other,C,41.22394,-96.5412,DARLING INGREDIENTS INC,100.0,311613.0,NE,113398,2023,68066.0,82793.388,0.0,82793.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82793.388,0.0,0.0,0.0,0.0,0.0
10892,"6124 HANGING MOSS RD, STE 300",ORLANDO,,,1014430,RTR Suppliers Inc,No,Yes,,OO,28.5780763532979,-81.3056246031238,RTR SUPPLIERS INC,100.0,423740.0,FL,105469,2022,32807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10893,,,,,1014431,"Crimson Energy Partners IV, LLC",,,,,,,CRIMSON ENERGY PARTNERS IV LLC,100.0,,,105470,2022,,131991.7,0.0,131991.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131991.7,0.0,0.0,0.0,0.0
10894,12584 Hiram Clarke Road,Houston,HARRIS COUNTY,110070687392.0,1014433,"HO Clarke Generating, LLC",Yes,No,Power Plants,D,29.646306,-95.451602,"WattBridge Texas, LLC",100.0,221112.0,TX,113399,2023,77045.0,582024.694,0.0,582024.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582024.694,0.0,0.0,0.0,0.0,0.0
10895,5651 Attwater Avenue,Texas City,GALVESTON COUNTY,110070792689.0,1014434,"Topaz Generating, LLC",Yes,No,Power Plants,D,29.42831,-94.983064,"WattBridge Texas,LLC",100.0,221112.0,TX,113400,2023,77590.0,823019.529,0.0,823019.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823019.529,0.0,0.0,0.0,0.0,0.0
10896,,,,,1014438,CPRP Services LLC - 355 - Chautauqua Platform,,,,,,,89 ENERGY LLC,100.0,,,113401,2023,,181404.366,0.0,181404.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181404.366,0.0,0.0,0.0,0.0
10897,,,,,1014439,CPRP Services LLC - 350 - South Oklahoma Folded Belt,,,,,,,89 ENERGY LLC,100.0,,,113402,2023,,107260.54999999999,0.0,107260.54999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107260.54999999999,0.0,0.0,0.0,0.0
10898,1309 Coffeen Avenue STE 1200,Sheridan,,,1014440,Freskoa USA LLC,No,Yes,,OO,44.7843152999361,-106.941112489098,FRESKOA USA LLC,100.0,424690.0,WY,113403,2023,82801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10899,239 Great Neck Rd,Great Neck,NASSAU COUNTY,110017347646.0,1014441,Wego Chemical Group,No,Yes,,OO,40.78188,-73.73196,WEGO CHEMICAL GROUP,100.0,424690.0,NY,113404,2023,11021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10900,24650 South Brandon Road,Elwood,WILL COUNTY,110070063576.0,1014443,Jackson Generation,Yes,No,Power Plants,"C,D",41.439233,-88.110974,"J-Power USA Investment Co, Ltd",51.0,221112.0,IL,113405,2023,60421.0,4444140.328,0.0,4444140.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444140.328,0.0,0.0,0.0,0.0,0.0
10901,6755 Mira Mesa blvd,San Diego,,,1014447,AFK & Company Inc.,No,Yes,,OO,32.9061441166365,-117.172456329986,AFK & CO INC,100.0,423740.0,CA,113406,2023,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10902,8 The Green STE A,Dover,,,1014453,AFS Cooling LLC,No,Yes,,OO,39.1567414354023,-75.5242036535557,AFS COMMODITIES USA INC,100.0,424690.0,DE,113407,2023,19901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10903,5927 Almeda Road Apt unit 21309,HOUSTON,,,1014459,O23 ENERGY PLUS LLC,No,Yes,,OO,29.7150171537829,-95.3809393351076,O23 ENERGY PLUS LLC,100.0,424690.0,TX,113408,2023,77004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10904,1900 W. 1st Street,Warden,GRANT COUNTY,110015446659.0,1014463,Washington Potato Company,Yes,No,Other,C,46.970696,-119.064353,WASHINGTON POTATO CO,100.0,311991.0,WA,113409,2023,98857.0,190245.884,0.0,190245.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190245.884,0.0,0.0,0.0,0.0,0.0
10905,10825 E. Geddes Ave.; Suite 410,Centennial,,,1014465,"Summit Utilities Inc., Arkansas (Texas)",No,Yes,,NN-LDC,39.5868243740439,-104.86254628744,SUMMIT UTILITIES INC,100.0,221210.0,CO,113410,2023,80112.0,1643.75,129694.0,131337.75,0.0,0.0,0.0,0.0,129694.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.75,0.0
10906,465 W NM Hwy 128,Jal,,,1014467,Dark Horse Treating Plant,Yes,No,"Injection of CO2,Petroleum and Natural Gas Systems","C,UU,W-PROC",32.1371469260185,-103.287467366585,PINON MIDSTREAM LLC,100.0,211130.0,NM,113411,2023,88252.0,132112.454,0.0,132112.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132112.454,0.0,0.0,0.0,0.0,0.0
10907,,,,,1014470,Highpeak Energy Holdings LLC,,,,,,,Highpeak Energy Holdings LLC,100.0,,,113412,2023,,1194545.08,0.0,1194545.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194545.08,0.0,0.0,0.0,0.0
10908,12250 Highway 12,Weston,LAS ANIMAS COUNTY,110002051163.0,1014471,"New Elk Coal Company, LLC",Yes,No,Other,FF,37.14532,-105.03393,NEW ELK COAL CO,100.0,,CO,105485,2022,81091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10909,2901 6th Ave,Clarkston,ASOTIN COUNTY,110014017241.0,1014475,Asotin County Regional Landfill,Yes,No,Waste,"C,HH",46.383767,-117.111887,ASOTIN COUNTY,100.0,562212.0,WA,113413,2023,99403.0,128694.508,0.0,128694.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128694.508,0.0,0.0,0.0,0.0,0.0
10910,2010 W County Rd,Midkiff,,,1014485,Legacy Gas Plant,Yes,No,Petroleum and Natural Gas Systems,"C,W-PROC",31.6749058113453,-101.987503377436,TARGA RESOURCES CORP,100.0,211130.0,TX,113414,2023,79706.0,220069.2575989187,0.0,220069.2575989187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220069.2575989187,0.0,0.0,0.0,0.0,0.0
10911,,,,,1014489,Revolution Resources Basin 355,,,,,,,"Revolution Resources, LLC",100.0,,,97532,2021,,35524.176,0.0,35524.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35524.176,0.0,0.0,0.0,0.0
10912,0-379 Lake Michigan Drive,Grand Rapids,,,1014500,Fireboy-Xintex,No,Yes,,OO,42.9731916514212,-85.7916785752609,USSC ACQUISITION CORP DBA FIREBOY-XINTEX,100.0,339999.0,MI,113415,2023,49534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10913,,,,,1014503,Dominion Energy Ohio - Appalachian Basin Eastern Overthrust (Gath),,,,,,,DOMINION ENERGY INC,100.0,,,113416,2023,,701974.72,0.0,701974.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701974.72,0.0,0.0,0.0
10914,,,,,1014504,CrownQuest Operating - Basin 430,,,,,,,CROWNQUEST OPERATING LLC,100.0,,,113417,2023,,2709382.586,0.0,2709382.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709382.586,0.0,0.0,0.0,0.0
10915,"1270 Avenue of the Americas, Suite 507",New York,,,1014509,ENEOS Americas Inc.,No,Yes,,"MM-IMP,MM-EXP",40.7604233587395,-73.9801844664107,ENEOS AMERICAS INC,100.0,424720.0,NY,113418,2023,10020.0,0.0,5219767.8,5219767.8,0.0,0.0,0.0,5219767.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
