PGM_SYS_ID,ACTIVITY_ID,AGENCY_TYPE_DESC,STATE_CODE,AIR_LCON_CODE,COMP_DETERMINATION_UID,ENF_RESPONSE_POLICY_CODE,PROGRAM_CODES,PROGRAM_DESCS,POLLUTANT_CODES,POLLUTANT_DESCS,EARLIEST_FRV_DETERM_DATE,HPV_DAYZERO_DATE,HPV_RESOLVED_DATE,DSCV_PATHWAY_DATE,NFTC_PATHWAY_DATE
MO0000002951000027,3603752148,State,MO,,MO000A103271,FRV,CAATVP,Title V Permits,,,07-28-2023,,10-03-2023,07-28-2023,10-03-2023
MO0000002951000027,3603834353,State,MO,,MO000A107235,FRV,CAATVP,Title V Permits,,,12-21-2023,,03-28-2025,12-21-2023,01-02-2024
MO0000002951000053,3603554698,State,MO,,MO000A99632,FRV,CAANSPS,New Source Performance Standards,300000025,Cadmium,01-30-2023,,02-13-2023,10-14-2022,01-30-2023
MO0000002951000053,3603884279,State,MO,,MO000A110152,FRV,CAANSPS CAATVP,New Source Performance Standards Title V Permits,10461 300000006,NITROGEN OXIDES NO Sulfur dioxide,11-16-2023,,04-18-2024,,02-26-2024
MO0000002951000066,3603743215,State,MO,,MO000A103129,FRV,CAATVP,Title V Permits,,,08-10-2023,,11-17-2023,08-10-2023,09-15-2023
MO0000002951000066,3603750192,State,MO,,MO000A103241,FRV,CAATVP,Title V Permits,,,08-25-2023,,11-08-2023,08-25-2023,09-25-2023
MO0000002951000066,3603812232,State,MO,,MO000A105576,FRV,CAATVP,Title V Permits,,,11-07-2023,,07-10-2024,11-07-2023,12-12-2023
MO0000002918700017,3603742800,State,MO,,MO000A103106,FRV,CAATVP,Title V Permits,,,08-10-2023,,11-17-2023,08-10-2023,09-14-2023
MO0000002907100157,3603712078,State,MO,,MO000A102698,FRV,CAAMACT CAANSR CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,08-23-2023,,09-27-2023,08-03-2023,08-23-2023
NC0000003702500019,3603544047,State,NC,,NC000A0000370250001900307,FRV,CAAMACT,MACT Standards (40 CFR Part 63),300000242,TOTAL HAZARDOUS AIR POLLUTANTS (HAPS),03-03-2023,,03-03-2023,,
NCMEC0001,3603842106,Local,NC,MEC,NCMECA107912,FRV,CAAMACT CAANSPS CAANSR CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),10-31-2023,,01-05-2024,09-12-2023,01-05-2024
NE0000003116900021,3603597216,State,NE,,NE000A00003116900021055,FRV,CAAMACT CAASIP CAATVP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000377,PM10 (Filterable portion only),04-26-2023,,,,
NE0000003100100062,3604021346,State,NE,,NE000A00003100100062081,HPV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000377,PM10 (Filterable portion only),04-25-2023,04-25-2023,,,
NE0000003100100062,3604021351,State,NE,,NE000A00003100100062086,HPV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000377,PM10 (Filterable portion only),08-22-2023,08-22-2023,,,
NH0000003301300051,3603647169,State,NH,,NH000A101346,FRV,CAAMACT,MACT Standards (40 CFR Part 63),,,05-22-2023,,,10-24-2022,
NJ0000003400700350,3604006587,State,NJ,,NJ000A116367,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,05-02-2023,,,,
NJ0000003401500059,3604432299,State,NJ,,NJ000A128229,FRV,CAANSPS CAASIP CAATVP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,06-08-2023,,,,
NJ0000003401500364,3604161347,State,NJ,,NJ000A123342,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,02-22-2023,,,,
NJ0000003402300378,3604260944,State,NJ,,NJ000A125612,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,11-30-2023,,,,
NJ0000003402900106,3604454096,State,NJ,,NJ000A128693,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,10-19-2023,,,,
NJ0000003402315244,3604133012,State,NJ,,NJ000A122498,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,08-30-2023,,,,
NM0000003502500063,3603559326,State,NM,,NM000A99757,FRV,CAANSPS CAATVP,New Source Performance Standards Title V Permits,10461 300000243,Sulfur dioxide VOLATILE ORGANIC COMPOUNDS (VOCS),02-02-2023,,05-28-2025,02-01-2021,06-27-2024
OH0000000448020007,3601779417,State,OH,,OH000AC12500,FRV,CAAMACT CAANESH CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,11-21-2023,,11-07-2023,,02-26-2014
OH0000000448020007,3601779418,State,OH,,OH000AC12501,FRV,CAAMACT CAANESH CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,11-21-2023,,11-06-2023,,01-14-2013
OH0000000448020007,3603536800,State,OH,,OH000AC13600,FRV,CAAMACT CAANESH CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10461 300000282 300000329,FACIL NITROGEN OXIDES Sulfur dioxide,03-10-2023,,,,03-09-2023
OH0000000857041124,3602071305,State,OH,,OH000AC12827,FRV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,02-10-2023,,02-03-2023,,12-11-2019
OH0000000773010001,3603716865,State,OH,,OH000AC13760,HPV,CAAMACT CAASIP CAATVP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,07-24-2023,07-24-2023,01-31-2024,,08-30-2023
OH0000000575010160,3603619608,State,OH,,OH000AC13665,FRV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,06-09-2023,,05-26-2023,,05-25-2023
OH0000000145010093,3603602163,State,OH,,OH000AC13639,FRV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,06-16-2023,,06-13-2023,,05-15-2023
OH0000000215020233,3603613525,State,OH,,OH000AC13652,FRV,CAAMACT CAANESH CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000243 300000329,FACIL VOLATILE ORGANIC COMPOUNDS (VOCS),09-15-2023,,05-31-2023,,05-30-2023
OH0000000215020233,3603778985,State,OH,,OH000AC13796,FRV,CAAMACT CAANESH CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,11-05-2023,,10-27-2023,,10-26-2023
OK0000004002300053,3603594344,State,OK,,OK000A4002300053EC0011469,FRV,CAANSPS CAASIP CAATVP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,04-28-2023,,05-18-2023,04-28-2023,
OK0000004002300053,3603772358,State,OK,,OK000A4002300053EC0012345,FRV,CAANSPS,New Source Performance Standards,300000329,FACIL,10-09-2023,,01-31-2024,10-09-2023,
OK0000004003700001,3603678234,State,OK,,OK000A4003700001EC0011699,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,08-01-2023,,01-09-2024,,
OK0000004007100004,3603636210,State,OK,,OK000A4007100004EC0011603,FRV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),06-23-2023,,10-23-2023,,
OK0000004013100002,3603689007,State,OK,,OK000A4013100002EC0011635,FRV,CAAMACT CAATVP,MACT Standards (40 CFR Part 63) Title V Permits,300000329,FACIL,06-23-2023,,03-04-2024,06-23-2023,
PAACH0004200300032,3603694107,Local,PA,ACH,PAACHA102262,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10193 10461 300000010 300000016 300000097 300000169 300000183,Ammonia Benzene Carbon disulfide Carbon monoxide Hydrogen sulfide Sulfur dioxide Toluene,08-18-2023,,,10-19-2023,
PAACH0004200300032,3603694214,Local,PA,ACH,PAACHA102268,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,320002801,PM (filterables),08-16-2023,08-16-2023,11-09-2023,08-07-2023,
PAACH0004200300032,3603843125,Local,PA,ACH,PAACHA108052,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000010,Hydrogen sulfide,11-30-2023,11-30-2023,,12-15-2023,
PAACH0004200300032,3604016834,Local,PA,ACH,PAACHA116764,FRV,CAAMACT CAANESH CAASIP CAATVP,MACT Standards (40 CFR Part 63) National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10461,Sulfur dioxide,09-22-2023,,,,
PAACH0004200300003,3603843901,Local,PA,ACH,PAACHA108113,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10494,Volatile organic compounds,12-06-2023,12-06-2023,,09-06-2023,
PA000265869,3603565081,State,PA,,PA000A0000H00000000414508,HPV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,10358,Nitrogen oxides,03-24-2023,03-24-2023,09-15-2025,02-22-2023,
PA000265869,3603753522,State,PA,,PA000A0000H00000000420601,HPV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000328,ADMIN,10-05-2023,10-05-2023,09-15-2025,09-07-2023,10-05-2023
PA000265869,3603931886,State,PA,,PA000A0000F00000003653076,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,11-30-2023,,,,
PA000240406,3603737910,State,PA,,PA000A0000F00000003620547,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,09-27-2023,,,,
PA000482687,3603586295,State,PA,,PA000A0000H00000000415201,HPV,CAANESH CAANSPS CAASIP CAATVP,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000018,Hydrochloric acid,04-26-2023,04-26-2023,07-22-2024,04-25-2023,04-26-2023
PA0004578,3603620972,State,PA,,PA000A0000F00000003564994,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,05-20-2023,,,,
PA000262830,3603579140,State,PA,,PA000A0000F00000003538447,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,04-11-2023,,,,
PA000262830,3603636642,State,PA,,PA000A0000F00000003576252,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-27-2023,,,,
PA000262830,3603689986,State,PA,,PA000A0000F00000003601164,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,08-16-2023,,,,
PA000262830,3603696507,State,PA,,PA000A0000F00000003605111,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,08-24-2023,,,,
PA000262830,3603748466,State,PA,,PA000A0000F00000003625786,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,09-29-2023,,,,
PAPAM0004210105003,3603676334,Local,PA,PAM,PAPAMA101933,FRV,CAATVP,Title V Permits,300000243 300000329,FACIL VOLATILE ORGANIC COMPOUNDS (VOCS),07-28-2023,,10-11-2023,02-28-2023,07-28-2023
PA000255673,3603598101,State,PA,,PA000A0000F00000003552510,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,05-11-2023,,,,
PA000509799,3603689991,State,PA,,PA000A0000H00000000417862,HPV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000328,ADMIN,07-06-2023,07-06-2023,08-16-2023,07-06-2023,07-06-2023
PA000571743,3603912764,State,PA,,PA000A0000F00000003519263,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-13-2023,,,,
SC00004200015,3603710720,State,SC,,SC000A102673,HPV,CAAPSD,Prevention of Significant Deterioration of Air Quality,7003,Particulate matter,08-28-2023,08-28-2023,,08-24-2023,09-26-2023
SC00004200015,3603710734,State,SC,,SC000A102674,HPV,CAAPSD,Prevention of Significant Deterioration of Air Quality,7003 300000004,Fluoride Particulate matter,08-28-2023,08-28-2023,,08-24-2023,09-26-2023
SC00004200015,3603710739,State,SC,,SC000A102675,HPV,CAAPSD,Prevention of Significant Deterioration of Air Quality,7003 300000004,Fluoride Particulate matter,08-28-2023,08-28-2023,,08-24-2023,09-26-2023
SC00004200015,3603710742,State,SC,,SC000A102676,FRV,CAATVP,Title V Permits,,,08-04-2023,,,07-21-2023,09-26-2023
SC00004200015,3603710751,State,SC,,SC000A102679,HPV,CAAPSD,Prevention of Significant Deterioration of Air Quality,300000004,Fluoride,08-10-2023,08-10-2024,,08-04-2023,09-26-2023
SC00004200015,3603710753,State,SC,,SC000A102680,HPV,CAAPSD,Prevention of Significant Deterioration of Air Quality,300000004,Fluoride,08-07-2023,08-07-2023,,08-07-2023,09-26-2023
SC00004200015,3603821395,State,SC,,SC000A106472,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,7003,Particulate matter,11-09-2023,,,11-09-2023,01-04-2024
SC00004200030,3603706504,State,SC,,SC000A102554,FRV,CAAMACT,MACT Standards (40 CFR Part 63),7003,Particulate matter,03-15-2023,,10-02-2023,05-30-2023,08-10-2023
SC00009000004,3603749703,State,SC,,SC000A103217,HPV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,7003 10193,Carbon monoxide Particulate matter,05-18-2023,05-18-2023,01-17-2024,05-17-2023,05-23-2023
SC00009000004,3603749714,State,SC,,SC000A103218,HPV,CAANSPS,New Source Performance Standards,300000036,Mercury,05-19-2023,05-19-2023,01-17-2024,05-18-2023,05-23-2023
SC00011400031,3603833933,State,SC,,SC000A107194,FRV,CAAMACT CAASIP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,04-03-2023,,05-20-2025,03-08-2023,05-20-2025
SC00012000121,3603784989,State,SC,,SC000A104069,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,05-23-2023,,06-28-2023,04-26-2023,06-28-2023
SC00014600015,3603758741,State,SC,,SC000A103394,HPV,CAAMACT,MACT Standards (40 CFR Part 63),300000094,Hexane,05-19-2023,05-19-2023,07-29-2025,05-15-2023,10-30-2023
SC00018600043,3603722624,State,SC,,SC000A102853,FRV,CAAGACTM CAANSPS,40 CFR Part 63 Area Sources New Source Performance Standards,,,08-15-2023,,09-22-2023,06-05-2023,09-22-2023
SD0000004603900001,3603669642,State,SD,,SD000A101738,FRV,CAATVP,Title V Permits,,,07-27-2023,,08-01-2023,,
SD0000004607900003,3603652014,State,SD,,SD000A101422,FRV,CAATVP,Title V Permits,,,07-14-2023,,07-14-2023,,
SD0000004610300052,3603652037,State,SD,,SD000A101426,FRV,CAATVP,Title V Permits,,,07-14-2023,,07-14-2023,,
SD0000004601300007,3603653054,State,SD,,SD000A101454,FRV,CAATVP,Title V Permits,,,07-17-2023,,07-17-2023,,
SD0000004601100008,3603651977,State,SD,,SD000A101421,FRV,CAATVP,Title V Permits,,,07-14-2023,,07-14-2023,,
TN0000004709900054,3603808689,State,TN,,TN000A105352,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,,,11-27-2023,,04-22-2024,11-27-2023,01-02-2024
TNSHL0004715700529,3603574597,Local,TN,SHL,TNSHLA100053,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,03-28-2023,,08-25-2023,03-24-2023,03-28-2023
TN0000004710700012,3603573967,State,TN,,TN000A100046,FRV,CAATVP,Title V Permits,,,03-02-2023,,01-04-2024,03-02-2023,05-03-2023
TN0000004716300022,3603668448,State,TN,,TN000A101673,FRV,CAATVP,Title V Permits,,,06-14-2023,,03-25-2024,06-14-2023,08-09-2023
TN0000004710500079,3603797896,State,TN,,TN000A104792,HPV,CAAFESOP CAAMACT CAASIP,Federally-Enforceable State Operating Permit - Non Title V MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000298,"CHLORINATED DIOXIN AND FURANS 2,3,7,8 CONGENERS ONLY (TEQ) (E17000407)",09-20-2023,11-22-2023,06-05-2024,09-20-2023,11-22-2023
TX0000004802900017,3603890009,State,TX,,TX000A0930355572024043001,FRV,CAATVP,Title V Permits,300000329,FACIL,08-30-2023,,,08-30-2023,
TX0000004802900091,3603677783,State,TX,,TX000A0561442052023207001,FRV,CAATVP,Title V Permits,300000329,FACIL,07-11-2023,,06-28-2024,07-11-2023,
TX0000004803900014,3603362018,State,TX,,TX000A0941321682022258001,FRV,CAATVP,Title V Permits,300000329,FACIL,03-16-2023,,10-27-2023,10-15-2021,
TX0000004803900014,3603643684,State,TX,,TX000A0482277882023170001,HPV,CAATVP,Title V Permits,300000329,FACIL,06-01-2023,06-01-2023,,06-01-2023,
TX0000004820100011,3603543596,State,TX,,TX000A0308453862023023001,FRV,CAATVP,Title V Permits,300000329,FACIL,01-12-2023,,09-29-2025,01-12-2023,
TX0000004820100040,3603826304,State,TX,,TX000A0951534592023353001,FRV,CAATVP,Title V Permits,300000329,FACIL,12-14-2023,,03-07-2025,12-14-2023,
TX0000004820100055,3603706350,State,TX,,TX000A0993431572023248001,FRV,CAATVP,Title V Permits,300000329,FACIL,03-29-2023,,,03-29-2023,
TX0000004829300010,3603743052,State,TX,,TX000A0693394772023257001,FRV,CAATVP,Title V Permits,300000329,FACIL,08-28-2023,,08-12-2024,08-28-2023,
TX0000004837500006,3603776039,State,TX,,TX000A0285326362023285001,FRV,CAATVP,Title V Permits,300000329,FACIL,10-05-2023,,09-03-2025,10-05-2023,
TX0000004820101538,3604731998,State,TX,,TX000A0963563022023103001,FRV,CAATVP,Title V Permits,300000329,FACIL,02-28-2023,,,04-27-2023,
